Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,6000.000000,6110.000000,5660.000000,6110.000000,4514.581055,74195000
2000-01-05,5800.000000,6060.000000,5520.000000,5580.000000,4122.971680,74680000
2000-01-06,5750.000000,5780.000000,5580.000000,5620.000000,4152.527832,54390000
2000-01-07,5560.000000,5670.000000,5360.000000,5540.000000,4093.418457,40305000
2000-01-10,5600.000000,5770.000000,5580.000000,5770.000000,4263.360352,46880000
2000-01-11,5820.000000,6100.000000,5770.000000,5770.000000,4263.360352,59745000
2000-01-12,5610.000000,5740.000000,5600.000000,5720.000000,4226.415039,29220000
2000-01-13,5600.000000,5740.000000,5560.000000,5710.000000,4219.026855,41190000
2000-01-14,5720.000000,5880.000000,5680.000000,5830.000000,4307.694336,49375000
2000-01-17,6000.000000,6180.000000,5920.000000,6100.000000,4507.192383,63505000
2000-01-18,6160.000000,6160.000000,5980.000000,6100.000000,4507.192383,45260000
2000-01-19,6000.000000,6040.000000,5960.000000,5960.000000,4403.747070,40205000
2000-01-20,5860.000000,6040.000000,5820.000000,6040.000000,4462.859375,37315000
2000-01-21,5950.000000,5980.000000,5880.000000,5880.000000,4344.637207,32535000
2000-01-24,5800.000000,5900.000000,5700.000000,5700.000000,4211.638184,34355000
2000-01-25,5520.000000,5640.000000,5440.000000,5440.000000,4019.529785,44250000
2000-01-26,5500.000000,5520.000000,5410.000000,5480.000000,4049.084717,29285000
2000-01-27,5480.000000,5620.000000,5430.000000,5520.000000,4078.639648,27900000
2000-01-28,5640.000000,5880.000000,5540.000000,5820.000000,4300.305664,38315000
2000-01-31,5640.000000,5730.000000,5560.000000,5580.000000,4122.971680,39630000
2000-02-01,5600.000000,5680.000000,5260.000000,5320.000000,3930.861572,71470000
2000-02-02,5220.000000,5370.000000,5110.000000,5250.000000,3879.141357,64105000
2000-02-03,5250.000000,5460.000000,4970.000000,5130.000000,3790.474609,142765000
2000-02-04,5130.000000,5130.000000,5130.000000,5130.000000,3790.474609,0
2000-02-07,5140.000000,5330.000000,5040.000000,5240.000000,3871.753418,64140000
2000-02-08,5340.000000,5480.000000,5310.000000,5430.000000,4012.139893,58460000
2000-02-09,5560.000000,5720.000000,5480.000000,5720.000000,4226.415039,51050000
2000-02-10,5660.000000,5880.000000,5600.000000,5760.000000,4255.972168,61845000
2000-02-11,5960.000000,5960.000000,5680.000000,5700.000000,4211.638184,34660000
2000-02-14,5600.000000,5660.000000,5340.000000,5380.000000,3975.196777,44140000
2000-02-15,5380.000000,5420.000000,5140.000000,5200.000000,3842.196533,38315000
2000-02-16,5180.000000,5200.000000,4780.000000,5000.000000,3694.419434,73115000
2000-02-17,4940.000000,5100.000000,4910.000000,5080.000000,3753.530273,65185000
2000-02-18,5370.000000,5630.000000,5160.000000,5300.000000,3916.085938,108750000
2000-02-21,5200.000000,5260.000000,5030.000000,5070.000000,3746.140625,26485000
2000-02-22,5000.000000,5240.000000,5000.000000,5120.000000,3783.085693,24180000
2000-02-23,5220.000000,5260.000000,5100.000000,5140.000000,3797.862793,27720000
2000-02-24,5120.000000,5240.000000,5060.000000,5070.000000,3746.140625,26075000
2000-02-25,5080.000000,5150.000000,4980.000000,5120.000000,3783.085693,27875000
2000-02-28,5000.000000,5050.000000,4800.000000,4800.000000,3546.643555,30140000
2000-02-29,4900.000000,5140.000000,4840.000000,5120.000000,3783.085693,51820000
2000-03-01,5120.000000,5120.000000,5120.000000,5120.000000,3783.085693,0
2000-03-02,5880.000000,5880.000000,5520.000000,5880.000000,4344.637207,117750000
2000-03-03,6200.000000,6250.000000,5880.000000,6000.000000,4433.305176,140990000
2000-03-06,6000.000000,6050.000000,5600.000000,5640.000000,4167.306152,39150000
2000-03-07,5600.000000,5640.000000,5480.000000,5620.000000,4152.527832,30070000
2000-03-08,5520.000000,6000.000000,5500.000000,5920.000000,4374.193359,32460000
2000-03-09,5970.000000,5980.000000,5620.000000,5620.000000,4152.527832,55890000
2000-03-10,5790.000000,5800.000000,5520.000000,5540.000000,4093.418457,28605000
2000-03-13,5480.000000,5490.000000,5160.000000,5180.000000,3827.418213,32215000
2000-03-14,5170.000000,5380.000000,5160.000000,5210.000000,3849.586182,30060000
2000-03-15,5200.000000,5400.000000,5120.000000,5400.000000,3989.974365,46105000
2000-03-16,5480.000000,5520.000000,5360.000000,5400.000000,3989.974365,28795000
2000-03-17,5540.000000,5560.000000,5400.000000,5480.000000,4049.084717,24080000
2000-03-20,5600.000000,5710.000000,5530.000000,5660.000000,4182.083496,26365000
2000-03-21,5700.000000,5940.000000,5610.000000,5880.000000,4344.637207,44925000
2000-03-22,5960.000000,6300.000000,5880.000000,6200.000000,4581.082031,86975000
2000-03-23,6480.000000,6580.000000,6200.000000,6200.000000,4581.082031,64950000
2000-03-24,6320.000000,7120.000000,6180.000000,6800.000000,5024.411621,90260000
2000-03-27,6960.000000,7040.000000,6700.000000,6800.000000,5024.411621,67730000
2000-03-28,6900.000000,7260.000000,6820.000000,7030.000000,5194.353027,74425000
2000-03-29,7030.000000,7680.000000,6980.000000,7660.000000,5659.851563,78090000
2000-03-30,7520.000000,7560.000000,7050.000000,7050.000000,5209.132324,74645000
2000-03-31,6800.000000,7070.000000,6650.000000,6700.000000,4950.522949,63855000
2000-04-03,6920.000000,7320.000000,6860.000000,7100.000000,5246.075195,56805000
2000-04-04,7000.000000,7290.000000,6660.000000,6800.000000,5024.411621,58340000
2000-04-05,6800.000000,6800.000000,6800.000000,6800.000000,5024.411621,0
2000-04-06,6860.000000,6960.000000,6680.000000,6680.000000,4935.745605,47235000
2000-04-07,6860.000000,7260.000000,6780.000000,7200.000000,5319.965332,42355000
2000-04-10,7500.000000,7500.000000,7200.000000,7300.000000,5393.852051,35885000
2000-04-11,7200.000000,7200.000000,6950.000000,7100.000000,5246.075195,29075000
2000-04-12,6960.000000,7030.000000,6860.000000,6910.000000,5105.688477,35250000
2000-04-13,6910.000000,6910.000000,6910.000000,6910.000000,5105.688477,0
2000-04-14,6600.000000,6680.000000,6260.000000,6260.000000,4625.413574,62365000
2000-04-17,5420.000000,5750.000000,5340.000000,5520.000000,4078.639648,78050000
2000-04-18,6200.000000,6240.000000,5860.000000,6040.000000,4462.859375,73730000
2000-04-19,6300.000000,6460.000000,5860.000000,6000.000000,4433.305176,60615000
2000-04-20,5960.000000,6160.000000,5920.000000,6020.000000,4448.080566,37335000
2000-04-21,6060.000000,6180.000000,5970.000000,6050.000000,4470.247559,26425000
2000-04-24,5970.000000,6030.000000,5760.000000,5800.000000,4285.527832,27830000
2000-04-25,5620.000000,5760.000000,5520.000000,5640.000000,4167.306152,34900000
2000-04-26,5820.000000,5860.000000,5600.000000,5600.000000,4137.750488,39290000
2000-04-27,5520.000000,5700.000000,5400.000000,5400.000000,3989.974365,54110000
2000-04-28,5500.000000,6100.000000,5460.000000,6000.000000,4433.305176,75530000
2000-05-01,6000.000000,6000.000000,6000.000000,6000.000000,4433.305176,0
2000-05-02,6200.000000,6530.000000,6120.000000,6280.000000,4640.189941,72335000
2000-05-03,6240.000000,6260.000000,6090.000000,6180.000000,4566.303711,26585000
2000-05-04,6220.000000,6360.000000,6140.000000,6180.000000,4566.303711,26100000
2000-05-05,6180.000000,6180.000000,6180.000000,6180.000000,4566.303711,0
2000-05-08,6400.000000,6700.000000,6300.000000,6560.000000,4847.078125,52695000
2000-05-09,6560.000000,6560.000000,6560.000000,6560.000000,4847.078125,0
2000-05-10,6320.000000,6390.000000,6270.000000,6350.000000,4691.913086,27620000
2000-05-11,6350.000000,6350.000000,6350.000000,6350.000000,4691.913086,0
2000-05-12,6420.000000,6440.000000,6160.000000,6160.000000,4551.525391,47170000
2000-05-15,6290.000000,6530.000000,6220.000000,6440.000000,4758.413086,47120000
2000-05-16,6510.000000,6800.000000,6510.000000,6800.000000,5024.411621,39620000
2000-05-17,7000.000000,7340.000000,6920.000000,6920.000000,5113.077148,76235000
2000-05-18,6740.000000,7000.000000,6680.000000,6800.000000,5024.411621,36580000
2000-05-19,6740.000000,6900.000000,6600.000000,6900.000000,5098.298340,41450000
2000-05-22,6720.000000,6830.000000,6620.000000,6670.000000,4928.355957,36385000
2000-05-23,6500.000000,6700.000000,6350.000000,6380.000000,4714.079590,41290000
2000-05-24,6160.000000,6370.000000,5920.000000,6200.000000,4581.082031,72150000
2000-05-25,6330.000000,6380.000000,5930.000000,6000.000000,4433.305176,85965000
2000-05-26,5900.000000,5990.000000,5600.000000,5600.000000,4137.750488,67100000
2000-05-29,5260.000000,5680.000000,5240.000000,5460.000000,4034.306152,67130000
2000-05-30,5460.000000,5460.000000,5460.000000,5460.000000,4034.306152,0
2000-05-31,6000.000000,6290.000000,5960.000000,6160.000000,4551.525391,83935000
2000-06-01,6200.000000,6410.000000,6120.000000,6300.000000,4654.969238,50230000
2000-06-02,6690.000000,6900.000000,6510.000000,6620.000000,4891.412598,84385000
2000-06-05,6920.000000,6980.000000,6680.000000,6740.000000,4980.077637,48010000
2000-06-06,6740.000000,6740.000000,6740.000000,6740.000000,4980.077637,0
2000-06-07,6600.000000,6980.000000,6510.000000,6800.000000,5024.411621,53365000
2000-06-08,6660.000000,6960.000000,6530.000000,6530.000000,4824.913086,58550000
2000-06-09,6600.000000,7040.000000,6530.000000,7020.000000,5186.965332,63860000
2000-06-12,7200.000000,7280.000000,7030.000000,7190.000000,5312.574707,49515000
2000-06-13,7060.000000,7100.000000,6870.000000,7060.000000,5216.521973,42495000
2000-06-14,7230.000000,7640.000000,7090.000000,7640.000000,5645.074219,63020000
2000-06-15,7560.000000,7560.000000,7000.000000,7000.000000,5172.186523,61225000
2000-06-16,6900.000000,6960.000000,6710.000000,6740.000000,4980.077637,66455000
2000-06-19,6600.000000,6950.000000,6550.000000,6700.000000,4950.522949,53560000
2000-06-20,6940.000000,7180.000000,6830.000000,7140.000000,5275.630859,59790000
2000-06-21,7300.000000,7380.000000,7070.000000,7080.000000,5231.297852,37585000
2000-06-22,7240.000000,7270.000000,6960.000000,7040.000000,5201.742188,33635000
2000-06-23,6980.000000,7010.000000,6860.000000,7000.000000,5172.186523,29215000
2000-06-26,7100.000000,7360.000000,6990.000000,7210.000000,5327.353516,39980000
2000-06-27,7320.000000,7440.000000,7190.000000,7310.000000,5401.242676,45535000
2000-06-28,7220.000000,7540.000000,7220.000000,7520.000000,5556.408203,47295000
2000-06-29,7600.000000,7740.000000,7380.000000,7490.000000,5534.240234,61120000
2000-06-30,7440.000000,7540.000000,7290.000000,7380.000000,5452.962402,35250000
2000-07-03,7440.000000,7550.000000,7420.000000,7500.000000,5541.630371,25975000
2000-07-04,7600.000000,7620.000000,7350.000000,7350.000000,5430.797852,32810000
2000-07-05,7390.000000,7520.000000,7350.000000,7430.000000,5489.906738,24895000
2000-07-06,7240.000000,7350.000000,7180.000000,7300.000000,5393.852051,60340000
2000-07-07,7340.000000,7460.000000,7230.000000,7360.000000,5438.186035,40580000
2000-07-10,7440.000000,7630.000000,7410.000000,7600.000000,5615.519043,42505000
2000-07-11,7580.000000,7740.000000,7450.000000,7450.000000,5504.686035,34945000
2000-07-12,7520.000000,7660.000000,7460.000000,7640.000000,5645.074219,40140000
2000-07-13,7700.000000,7880.000000,7570.000000,7760.000000,5733.740723,48805000
2000-07-14,7780.000000,7840.000000,7540.000000,7550.000000,5578.576172,30425000
2000-07-17,7550.000000,7550.000000,7550.000000,7550.000000,5578.576172,0
2000-07-18,7550.000000,7620.000000,7440.000000,7460.000000,5512.074707,19605000
2000-07-19,7550.000000,7620.000000,7440.000000,7460.000000,5512.074707,19605000
2000-07-20,7060.000000,7110.000000,6840.000000,6900.000000,5098.298340,40315000
2000-07-21,6960.000000,7050.000000,6760.000000,6920.000000,5113.077148,48395000
2000-07-24,6640.000000,6740.000000,6360.000000,6380.000000,4714.079590,49015000
2000-07-25,6310.000000,6400.000000,6120.000000,6280.000000,4640.189941,56735000
2000-07-26,6400.000000,6580.000000,6360.000000,6550.000000,4839.691406,54745000
2000-07-27,6220.000000,6360.000000,6100.000000,6230.000000,4603.248047,43540000
2000-07-28,5800.000000,5910.000000,5710.000000,5730.000000,4233.805176,83035000
2000-07-31,5730.000000,5910.000000,5550.000000,5900.000000,4359.415527,46615000
2000-08-01,5960.000000,6270.000000,5870.000000,6220.000000,4595.857910,53120000
2000-08-02,6100.000000,6170.000000,5930.000000,6070.000000,4485.026367,37190000
2000-08-03,6180.000000,6180.000000,5970.000000,6030.000000,4455.468750,27815000
2000-08-04,5930.000000,6010.000000,5850.000000,5920.000000,4374.193359,23605000
2000-08-07,5740.000000,5770.000000,5580.000000,5580.000000,4122.971680,28765000
2000-08-08,5660.000000,5750.000000,5570.000000,5580.000000,4122.971680,33475000
2000-08-09,5680.000000,6040.000000,5680.000000,6000.000000,4433.305176,39570000
2000-08-10,6000.000000,6160.000000,5860.000000,6160.000000,4551.525391,40830000
2000-08-11,6000.000000,6070.000000,5880.000000,5960.000000,4403.747070,33840000
2000-08-14,6060.000000,6160.000000,6000.000000,6020.000000,4448.080566,23730000
2000-08-15,6020.000000,6020.000000,6020.000000,6020.000000,4448.080566,0
2000-08-16,6500.000000,6530.000000,6330.000000,6420.000000,4743.635254,51915000
2000-08-17,6480.000000,6560.000000,6340.000000,6440.000000,4758.413086,36345000
2000-08-18,6500.000000,6520.000000,6200.000000,6200.000000,4581.082031,21370000
2000-08-21,6200.000000,6340.000000,6190.000000,6270.000000,4632.802246,20950000
2000-08-22,6260.000000,6470.000000,6240.000000,6460.000000,4773.190918,27710000
2000-08-23,6450.000000,6450.000000,6160.000000,6190.000000,4573.692383,27905000
2000-08-24,6260.000000,6300.000000,6100.000000,6220.000000,4595.857910,31700000
2000-08-25,6180.000000,6400.000000,6110.000000,6400.000000,4728.856934,21960000
2000-08-28,6340.000000,6380.000000,6260.000000,6330.000000,4677.135254,17630000
2000-08-29,6320.000000,6380.000000,6160.000000,6220.000000,4595.857910,16765000
2000-08-30,6140.000000,6190.000000,6020.000000,6030.000000,4455.468750,23735000
2000-08-31,5900.000000,5900.000000,5380.000000,5470.000000,4041.695313,114120000
