Date,Open,High,Low,Close,Adj Close,Volume
2000-09-01,5540.000000,5600.000000,5420.000000,5540.000000,4093.418457,49955000
2000-09-04,5440.000000,5550.000000,5310.000000,5340.000000,3945.641113,28625000
2000-09-05,5260.000000,5340.000000,5030.000000,5150.000000,3805.253174,79765000
2000-09-06,5200.000000,5280.000000,5090.000000,5150.000000,3805.253174,53120000
2000-09-07,4940.000000,4980.000000,4760.000000,4790.000000,3539.255859,83905000
2000-09-08,4900.000000,4930.000000,4790.000000,4880.000000,3605.753418,57170000
2000-09-11,4880.000000,4880.000000,4880.000000,4880.000000,3605.753418,0
2000-09-12,4880.000000,4880.000000,4880.000000,4880.000000,3605.753418,0
2000-09-13,4880.000000,4880.000000,4880.000000,4880.000000,3605.753418,0
2000-09-14,4600.000000,4710.000000,4440.000000,4710.000000,3480.142822,106130000
2000-09-15,4500.000000,4620.000000,4300.000000,4350.000000,3214.145020,82695000
2000-09-18,4010.000000,4120.000000,3700.000000,3970.000000,2933.369141,146305000
2000-09-19,3990.000000,4370.000000,3900.000000,4160.000000,3073.757568,100525000
2000-09-20,4600.000000,4660.000000,4460.000000,4600.000000,3398.867188,103410000
2000-09-21,4590.000000,4660.000000,4320.000000,4400.000000,3251.089600,65445000
2000-09-22,3840.000000,4050.000000,3780.000000,3800.000000,2807.759521,103265000
2000-09-25,3880.000000,4110.000000,3840.000000,4090.000000,3022.035400,65985000
2000-09-26,3900.000000,4040.000000,3900.000000,4000.000000,2955.536621,58430000
2000-09-27,4000.000000,4100.000000,3960.000000,4030.000000,2977.702881,69795000
2000-09-28,4100.000000,4190.000000,4030.000000,4060.000000,2999.869141,52470000
2000-09-29,4120.000000,4120.000000,3940.000000,4040.000000,2985.090576,57535000
2000-10-02,3840.000000,3880.000000,3760.000000,3810.000000,2815.148193,41120000
2000-10-03,3810.000000,3810.000000,3810.000000,3810.000000,2815.148193,0
2000-10-04,3700.000000,3950.000000,3590.000000,3890.000000,2874.258301,82635000
2000-10-05,4020.000000,4080.000000,3940.000000,3940.000000,2911.203125,62745000
2000-10-06,3800.000000,3900.000000,3760.000000,3900.000000,2881.647217,54935000
2000-10-09,3820.000000,3840.000000,3680.000000,3690.000000,2726.481201,63195000
2000-10-10,3700.000000,3810.000000,3590.000000,3660.000000,2704.315674,62145000
2000-10-11,3450.000000,3460.000000,3210.000000,3220.000000,2379.206543,103605000
2000-10-12,3140.000000,3280.000000,3140.000000,3140.000000,2320.094971,79535000
2000-10-13,3000.000000,3090.000000,2830.000000,3030.000000,2238.818604,115295000
2000-10-16,3030.000000,3030.000000,3030.000000,3030.000000,2238.818604,0
2000-10-17,2980.000000,3080.000000,2730.000000,2740.000000,2024.542358,65300000
2000-10-18,2540.000000,2760.000000,2420.000000,2730.000000,2017.153076,164215000
2000-10-19,2730.000000,3050.000000,2690.000000,2900.000000,2142.763916,137720000
2000-10-20,3240.000000,3330.000000,3190.000000,3330.000000,2460.483887,118825000
2000-10-23,3490.000000,3520.000000,3160.000000,3200.000000,2364.428467,139960000
2000-10-24,3180.000000,3420.000000,3100.000000,3340.000000,2467.872803,97115000
2000-10-25,3200.000000,3260.000000,3130.000000,3210.000000,2371.817627,68730000
2000-10-26,2930.000000,3030.000000,2740.000000,2890.000000,2135.374268,133290000
2000-10-27,2890.000000,2890.000000,2890.000000,2890.000000,2135.374268,0
2000-10-30,2800.000000,2880.000000,2720.000000,2750.000000,2031.930176,36830000
2000-10-31,2750.000000,2850.000000,2630.000000,2850.000000,2105.819092,63190000
2000-11-01,3000.000000,3270.000000,2960.000000,3260.000000,2408.761719,94165000
2000-11-02,3200.000000,3430.000000,3170.000000,3320.000000,2453.094238,123180000
2000-11-03,3420.000000,3470.000000,3370.000000,3440.000000,2541.760986,80420000
2000-11-06,3460.000000,3670.000000,3380.000000,3510.000000,2593.482666,71865000
2000-11-07,3460.000000,3550.000000,3380.000000,3440.000000,2541.760986,53740000
2000-11-08,3400.000000,3460.000000,3280.000000,3410.000000,2519.594482,58215000
2000-11-09,3300.000000,3430.000000,3260.000000,3400.000000,2512.205811,52305000
2000-11-10,3360.000000,3440.000000,3320.000000,3380.000000,2497.427734,35140000
2000-11-13,3220.000000,3260.000000,3100.000000,3150.000000,2327.484619,51070000
2000-11-14,3210.000000,3320.000000,3210.000000,3290.000000,2430.928467,31755000
2000-11-15,3450.000000,3460.000000,3320.000000,3390.000000,2504.817139,55720000
2000-11-16,3400.000000,3420.000000,3250.000000,3280.000000,2423.539063,37420000
2000-11-17,3180.000000,3230.000000,3150.000000,3220.000000,2379.206543,36225000
2000-11-20,3160.000000,3210.000000,3100.000000,3100.000000,2290.541016,26795000
2000-11-21,3080.000000,3170.000000,2970.000000,3160.000000,2334.873047,51620000
2000-11-22,3100.000000,3220.000000,3080.000000,3140.000000,2320.094971,37710000
2000-11-23,3140.000000,3260.000000,3140.000000,3210.000000,2371.817627,44645000
2000-11-24,3310.000000,3400.000000,3270.000000,3400.000000,2512.205811,45530000
2000-11-27,3600.000000,3800.000000,3570.000000,3780.000000,2792.981201,100220000
2000-11-28,3650.000000,3650.000000,3500.000000,3520.000000,2600.871094,59770000
2000-11-29,3300.000000,3350.000000,3200.000000,3220.000000,2379.206543,54300000
2000-11-30,3220.000000,3290.000000,3150.000000,3240.000000,2393.984131,63315000
2000-12-01,3080.000000,3220.000000,3040.000000,3180.000000,2349.651611,96425000
2000-12-04,3220.000000,3250.000000,3080.000000,3100.000000,2290.541016,51875000
2000-12-05,3160.000000,3250.000000,3120.000000,3240.000000,2393.984131,58400000
2000-12-06,3410.000000,3430.000000,3210.000000,3210.000000,2371.817627,95890000
2000-12-07,3210.000000,3260.000000,3160.000000,3260.000000,2408.761719,43020000
2000-12-08,3260.000000,3390.000000,3260.000000,3370.000000,2490.038818,47575000
2000-12-11,3480.000000,3630.000000,3480.000000,3580.000000,2645.204834,70575000
2000-12-12,3580.000000,3650.000000,3500.000000,3500.000000,2586.093262,73745000
2000-12-13,3500.000000,3780.000000,3500.000000,3780.000000,2792.981201,84140000
2000-12-14,3620.000000,3680.000000,3560.000000,3620.000000,2674.760254,66965000
2000-12-15,3620.000000,3640.000000,3480.000000,3490.000000,2578.705322,52960000
2000-12-18,3500.000000,3590.000000,3490.000000,3560.000000,2630.426270,34350000
2000-12-19,3560.000000,3570.000000,3510.000000,3530.000000,2608.260986,25445000
2000-12-20,3420.000000,3450.000000,3320.000000,3340.000000,2467.872803,53675000
2000-12-21,3120.000000,3300.000000,3070.000000,3240.000000,2393.984131,76625000
2000-12-22,3240.000000,3300.000000,3130.000000,3140.000000,2320.094971,63760000
2000-12-25,3140.000000,3140.000000,3140.000000,3140.000000,2320.094971,0
2000-12-26,3230.000000,3240.000000,3160.000000,3160.000000,2334.873047,60430000
2000-12-27,3160.000000,3160.000000,3160.000000,3160.000000,2334.873047,0
2000-12-28,3160.000000,3160.000000,3160.000000,3160.000000,2334.873047,0
2000-12-29,3160.000000,3160.000000,3160.000000,3160.000000,2334.873047,0
2001-01-01,3160.000000,3160.000000,3160.000000,3160.000000,2334.873047,0
2001-01-02,3160.000000,3380.000000,3140.000000,3350.000000,2475.261475,39455000
2001-01-03,3230.000000,3420.000000,3220.000000,3370.000000,2490.038818,37855000
2001-01-04,3790.000000,3870.000000,3660.000000,3780.000000,2792.981201,119910000
2001-01-05,3760.000000,3920.000000,3700.000000,3900.000000,2881.647217,78135000
2001-01-08,3820.000000,3910.000000,3780.000000,3880.000000,2866.870361,42295000
2001-01-09,3830.000000,3860.000000,3710.000000,3840.000000,2837.314941,46280000
2001-01-10,3780.000000,3810.000000,3700.000000,3710.000000,2741.259277,41235000
2001-01-11,3790.000000,3790.000000,3640.000000,3640.000000,2689.537598,31410000
2001-01-12,3800.000000,3890.000000,3770.000000,3840.000000,2837.314941,52900000
2001-01-15,3860.000000,4020.000000,3840.000000,3920.000000,2896.424805,51460000
2001-01-16,3960.000000,4200.000000,3850.000000,4140.000000,3058.979492,52065000
2001-01-17,4060.000000,4240.000000,4060.000000,4220.000000,3118.089844,52570000
2001-01-18,4240.000000,4530.000000,4240.000000,4400.000000,3251.089600,57685000
2001-01-19,4700.000000,4700.000000,4520.000000,4600.000000,3398.867188,54245000
2001-01-22,4600.000000,4600.000000,4470.000000,4550.000000,3361.922607,42250000
2001-01-23,4550.000000,4550.000000,4550.000000,4550.000000,3361.922607,0
2001-01-24,4550.000000,4550.000000,4550.000000,4550.000000,3361.922607,0
2001-01-25,4550.000000,4550.000000,4550.000000,4550.000000,3361.922607,0
2001-01-26,4450.000000,4480.000000,3970.000000,3980.000000,2940.757568,91025000
2001-01-29,4000.000000,4100.000000,3960.000000,4020.000000,2970.313721,47245000
2001-01-30,4100.000000,4170.000000,4070.000000,4110.000000,3036.813477,39350000
2001-01-31,4090.000000,4400.000000,4090.000000,4400.000000,3251.089600,53045000
2001-02-01,4270.000000,4420.000000,4190.000000,4270.000000,3155.034424,39730000
2001-02-02,4290.000000,4390.000000,4220.000000,4290.000000,3169.812012,27330000
2001-02-05,4170.000000,4200.000000,3990.000000,4030.000000,2977.702881,47135000
2001-02-06,3980.000000,4020.000000,3910.000000,4010.000000,2962.925293,31545000
2001-02-07,3960.000000,3990.000000,3900.000000,3900.000000,2881.647217,23130000
2001-02-08,3920.000000,4060.000000,3890.000000,4060.000000,2999.869141,34685000
2001-02-09,4040.000000,4100.000000,3980.000000,4070.000000,3007.258057,25230000
2001-02-12,3840.000000,4050.000000,3840.000000,3970.000000,2933.369141,36110000
2001-02-13,4040.000000,4100.000000,3970.000000,3980.000000,2940.757568,22295000
2001-02-14,3920.000000,4040.000000,3900.000000,3980.000000,2940.757568,19710000
2001-02-15,4200.000000,4210.000000,4100.000000,4130.000000,3051.590576,34930000
2001-02-16,4150.000000,4310.000000,4130.000000,4250.000000,3140.256104,46375000
2001-02-19,4180.000000,4210.000000,4100.000000,4190.000000,3095.923828,22880000
2001-02-20,4190.000000,4280.000000,4180.000000,4240.000000,3132.868408,18175000
2001-02-21,4160.000000,4200.000000,4140.000000,4160.000000,3073.757568,19500000
2001-02-22,4080.000000,4100.000000,3940.000000,4010.000000,2962.925293,43605000
2001-02-23,3920.000000,3970.000000,3830.000000,3840.000000,2837.314941,76855000
2001-02-26,3850.000000,3860.000000,3780.000000,3840.000000,2837.314941,35665000
2001-02-27,3840.000000,3940.000000,3790.000000,3790.000000,2800.370361,38695000
2001-02-28,3700.000000,3780.000000,3700.000000,3740.000000,2763.425537,28715000
2001-03-01,3740.000000,3740.000000,3740.000000,3740.000000,2763.425537,0
2001-03-02,3700.000000,3700.000000,3580.000000,3610.000000,2667.371338,44500000
2001-03-05,3530.000000,3720.000000,3530.000000,3720.000000,2748.647705,24620000
2001-03-06,3820.000000,3850.000000,3760.000000,3800.000000,2807.759521,25500000
2001-03-07,3960.000000,4010.000000,3900.000000,4000.000000,2955.536621,52640000
2001-03-08,3950.000000,4010.000000,3910.000000,4010.000000,2962.925293,31360000
2001-03-09,3940.000000,3940.000000,3820.000000,3840.000000,2837.314941,30800000
2001-03-12,3700.000000,3760.000000,3650.000000,3670.000000,2711.703125,38610000
2001-03-13,3570.000000,3650.000000,3540.000000,3640.000000,2689.537598,33815000
2001-03-14,3640.000000,3640.000000,3640.000000,3640.000000,2689.537598,0
2001-03-15,3790.000000,3930.000000,3760.000000,3920.000000,2896.424805,29370000
2001-03-16,3880.000000,3920.000000,3830.000000,3890.000000,2874.258301,23315000
2001-03-19,3810.000000,3880.000000,3770.000000,3800.000000,2807.759521,24865000
2001-03-20,3900.000000,3920.000000,3820.000000,3820.000000,2822.537109,21455000
2001-03-21,3720.000000,3900.000000,3700.000000,3870.000000,2859.480957,40550000
2001-03-22,3980.000000,3990.000000,3920.000000,3980.000000,2940.757568,37465000
2001-03-23,4090.000000,4370.000000,4080.000000,4300.000000,3177.201172,91755000
2001-03-26,4400.000000,4430.000000,4340.000000,4340.000000,3206.756104,42870000
2001-03-27,4300.000000,4310.000000,4120.000000,4150.000000,3066.368652,31345000
2001-03-28,4260.000000,4260.000000,4150.000000,4150.000000,3066.368652,26075000
2001-03-29,4090.000000,4180.000000,4040.000000,4090.000000,3022.035400,29920000
2001-03-30,4110.000000,4170.000000,4040.000000,4160.000000,3073.757568,30100000
2001-04-02,4040.000000,4100.000000,3960.000000,3990.000000,2948.147217,39140000
2001-04-03,3810.000000,3870.000000,3790.000000,3800.000000,2807.759521,46070000
2001-04-04,3700.000000,3740.000000,3630.000000,3660.000000,2704.315674,62280000
2001-04-05,3660.000000,3660.000000,3660.000000,3660.000000,2704.315674,0
2001-04-06,3960.000000,3960.000000,3780.000000,3840.000000,2837.314941,85290000
2001-04-09,3790.000000,3810.000000,3710.000000,3710.000000,2741.259277,25840000
2001-04-10,3710.000000,3740.000000,3610.000000,3640.000000,2689.537598,39175000
2001-04-11,3780.000000,3800.000000,3720.000000,3720.000000,2748.647705,44515000
2001-04-12,3940.000000,4090.000000,3900.000000,4010.000000,2962.925293,73660000
2001-04-13,4100.000000,4150.000000,4030.000000,4060.000000,2999.869141,38840000
2001-04-16,4060.000000,4080.000000,3940.000000,3940.000000,2911.203125,10200000
2001-04-17,3920.000000,4020.000000,3850.000000,3970.000000,2933.369141,16815000
2001-04-18,4110.000000,4280.000000,4070.000000,4280.000000,3162.423584,47790000
2001-04-19,4620.000000,4920.000000,4580.000000,4700.000000,3472.754883,131305000
2001-04-20,4720.000000,4780.000000,4490.000000,4490.000000,3317.588867,44905000
2001-04-23,4490.000000,4610.000000,4470.000000,4540.000000,3354.532959,31785000
2001-04-24,4410.000000,4420.000000,4330.000000,4400.000000,3251.089600,31185000
